total_xz,河北,山西,辽宁,吉林,黑龙江,江苏,浙江,安徽,福建,江西,山东,河南,湖北,湖南,广东,海南,四川,贵州,云南,陕西,甘肃,青海,内蒙古,广西,西藏,宁夏,新疆,北京,天津,上海,重庆,date
24.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2022-06-29
16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2022-06-28
39.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,8.0,3.0,2022-06-27
39.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,0.0,2022-06-26
53.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,14.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,1.0,2022-06-25
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,2022-06-24
48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,4.0,2022-06-23
31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,2022-06-22
37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,15.0,0.0,2022-06-21
38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,15.0,0.0,2022-06-20
36.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,2022-06-19
35.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2022-06-18
54.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,13.0,0.0,5.0,1.0,2022-06-17
64.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,2.0,2022-06-16
77.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,25.0,1.0,18.0,0.0,2022-06-15
95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,42.0,3.0,5.0,1.0,2022-06-14
89.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,29.0,2.0,13.0,2.0,2022-06-13
134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,34.0,1.0,11.0,0.0,2022-06-12
79.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,39.0,0.0,11.0,0.0,2022-06-11
45.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,2022-06-10
70.0,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,2022-06-09
67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,1.0,0.0,0.0,0.0,4.0,0.0,12.0,1.0,2022-06-08
57.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,2022-06-07
31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,0.0,2022-06-06
56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,17.0,1.0,7.0,0.0,2022-06-05
46.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,9.0,0.0,7.0,0.0,2022-06-04
37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,8.0,0.0,10.0,1.0,2022-06-03
37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,9.0,0.0,2022-06-02
35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,6.0,1.0,2022-06-01
50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,0.0,13.0,0.0,2022-05-31
34.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,6.0,6.0,0.0,2022-05-30
82.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,7.0,32.0,0.0,2022-05-29
96.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,20.0,4.0,39.0,0.0,2022-05-28
102.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0,46.0,1.0,2022-05-27
130.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.0,11.0,49.0,1.0,2022-05-26
117.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,7.0,44.0,0.0,2022-05-25
156.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,41.0,16.0,58.0,1.0,2022-05-24
187.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,32.0,56.0,0.0,2022-05-23
169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,12.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,52.0,36.0,53.0,0.0,2022-05-22
201.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,58.0,6.0,84.0,0.0,2022-05-21
193.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,51.0,8.0,90.0,0.0,2022-05-20
212.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,41.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,83.0,0.0,2022-05-19
240.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,49.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,52.0,16.0,97.0,0.0,2022-05-18
175.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,10.0,0.0,1.0,11.0,0.0,0.0,2.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,77.0,0.0,2022-05-17
151.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,70.0,0.0,2022-05-16
239.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,14.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,168.0,1.0,2022-05-15
276.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,7.0,0.0,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,32.0,0.0,195.0,2.0,2022-05-14
331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,227.0,2.0,2022-05-13
237.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,35.0,0.0,144.0,0.0,2022-05-12
324.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,13.0,0.0,0.0,22.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,25.0,0.0,229.0,0.0,2022-05-11
357.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,25.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,0.0,0.0,62.0,0.0,234.0,0.0,2022-05-10
415.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,14.0,0.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,33.0,0.0,324.0,0.0,2022-05-09
329.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,5.0,0.0,1.0,25.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,44.0,0.0,217.0,2.0,2022-05-08
351.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,29.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,253.0,1.0,2022-05-07
374.0,4.0,0.0,2.0,2.0,5.0,1.0,0.0,0.0,14.0,2.0,0.0,24.0,0.0,2.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,245.0,1.0,2022-05-06
373.0,0.0,0.0,2.0,4.0,5.0,3.0,10.0,0.0,2.0,3.0,2.0,14.0,0.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,43.0,0.0,263.0,0.0,2022-05-05
362.0,0.0,0.0,0.0,3.0,7.0,3.0,3.0,0.0,4.0,2.0,4.0,12.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,47.0,0.0,263.0,0.0,2022-05-04
384.0,0.0,2.0,5.0,0.0,13.0,0.0,0.0,0.0,9.0,5.0,3.0,2.0,0.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,51.0,0.0,274.0,1.0,2022-05-03
865.0,0.0,0.0,1.0,31.0,9.0,3.0,2.0,0.0,3.0,2.0,5.0,1.0,0.0,0.0,28.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,36.0,1.0,729.0,0.0,2022-05-02
920.0,0.0,0.0,0.0,16.0,5.0,3.0,0.0,0.0,1.0,5.0,6.0,4.0,0.0,2.0,21.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,53.0,0.0,789.0,1.0,2022-05-01
1424.0,0.0,0.0,1.0,20.0,2.0,5.0,8.0,0.0,4.0,2.0,9.0,2.0,0.0,3.0,29.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,2.0,50.0,0.0,1250.0,0.0,2022-04-30
5659.0,0.0,0.0,1.0,42.0,5.0,3.0,32.0,0.0,3.0,4.0,7.0,2.0,0.0,1.0,10.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,49.0,0.0,5489.0,1.0,2022-04-29
1503.0,2.0,0.0,1.0,56.0,11.0,2.0,46.0,0.0,2.0,11.0,8.0,4.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,49.0,1.0,1292.0,1.0,2022-04-28
1824.0,1.0,1.0,0.0,51.0,25.0,8.0,17.0,1.0,1.0,56.0,6.0,3.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,31.0,0.0,1606.0,1.0,2022-04-27
1923.0,2.0,2.0,25.0,44.0,18.0,2.0,8.0,1.0,3.0,93.0,3.0,8.0,0.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,32.0,0.0,1661.0,0.0,2022-04-26
2680.0,0.0,2.0,3.0,79.0,26.0,5.0,14.0,0.0,3.0,14.0,2.0,5.0,0.0,12.0,5.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,10.0,1.0,0.0,0.0,0.0,15.0,2.0,2472.0,0.0,2022-04-25
1580.0,1.0,0.0,1.0,60.0,26.0,6.0,12.0,2.0,1.0,10.0,4.0,7.0,1.0,4.0,9.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,22.0,0.0,1401.0,0.0,2022-04-24
2988.0,4.0,2.0,0.0,136.0,31.0,6.0,10.0,1.0,5.0,12.0,1.0,5.0,1.0,9.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,2736.0,0.0,2022-04-23
2133.0,1.0,3.0,0.0,63.0,34.0,7.0,15.0,0.0,6.0,33.0,0.0,3.0,0.0,3.0,6.0,3.0,2.0,0.0,7.0,3.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1931.0,0.0,2022-04-22
2841.0,1.0,5.0,0.0,95.0,42.0,8.0,6.0,0.0,4.0,14.0,1.0,1.0,0.0,3.0,9.0,0.0,4.0,0.0,2.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,2635.0,0.0,2022-04-21
2761.0,1.0,9.0,0.0,133.0,45.0,8.0,8.0,0.0,2.0,25.0,1.0,3.0,0.0,3.0,15.0,0.0,3.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2495.0,0.0,2022-04-20
3316.0,1.0,5.0,1.0,88.0,64.0,11.0,2.0,1.0,1.0,9.0,2.0,3.0,1.0,1.0,24.0,0.0,4.0,0.0,3.0,1.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,3.0,0.0,3084.0,0.0,2022-04-19
2742.0,0.0,9.0,0.0,166.0,30.0,7.0,34.0,1.0,1.0,10.0,3.0,2.0,0.0,0.0,28.0,0.0,5.0,1.0,2.0,2.0,0.0,12.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,2420.0,0.0,2022-04-18
3529.0,0.0,9.0,2.0,167.0,32.0,2.0,11.0,0.0,3.0,0.0,3.0,3.0,0.0,1.0,32.0,0.0,4.0,0.0,0.0,3.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3240.0,0.0,2022-04-17
3896.0,0.0,5.0,1.0,195.0,25.0,5.0,10.0,0.0,21.0,1.0,1.0,0.0,0.0,1.0,26.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,3594.0,0.0,2022-04-16
3486.0,0.0,10.0,1.0,174.0,7.0,2.0,17.0,0.0,16.0,1.0,5.0,1.0,1.0,0.0,24.0,0.0,3.0,0.0,6.0,3.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,3200.0,1.0,2022-04-15
3020.0,2.0,4.0,1.0,325.0,7.0,4.0,9.0,2.0,13.0,1.0,1.0,4.0,0.0,0.0,48.0,3.0,5.0,0.0,6.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,2573.0,0.0,2022-04-14
1513.0,1.0,0.0,1.0,233.0,2.0,5.0,12.0,1.0,8.0,1.0,3.0,3.0,1.0,2.0,26.0,14.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1190.0,0.0,2022-04-13
1272.0,0.0,1.0,1.0,171.0,1.0,14.0,11.0,0.0,7.0,2.0,3.0,3.0,1.0,0.0,20.0,21.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,4.0,0.0,998.0,0.0,2022-04-12
1184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,917.0,0.0,2022-04-11
1351.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1015.0,0.0,2022-04-10
1350.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1017.0,0.0,2022-04-09
1576.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,828.0,0.0,2022-04-08
1323.0,0.0,0.0,1.0,890.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,2022-04-07
1415.0,0.0,0.0,0.0,973.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2022-04-06
1235.0,0.0,0.0,0.0,792.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,3.0,0.0,0.0,6.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,2022-04-05
1405.0,0.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,2022-04-04
1506.0,0.0,0.0,0.0,956.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2022-04-03
2129.0,0.0,0.0,1.0,1730.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,2022-04-02
1827.0,0.0,0.0,0.0,1363.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,0.0,2022-04-01
1839.0,0.0,0.0,0.0,1340.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2022-03-31
1629.0,0.0,2.0,0.0,1150.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,24.0,0.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2022-03-30
1293.0,0.0,0.0,0.0,1055.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,27.0,0.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,3.0,0.0,11.0,0.0,2022-03-29
1275.0,0.0,0.0,0.0,1090.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,2022-03-28
1254.0,0.0,0.0,0.0,1071.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2022-03-27
1335.0,0.0,3.0,0.0,1122.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,2022-03-26
1366.0,0.0,3.0,0.0,1112.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,2022-03-25
2054.0,0.0,0.0,0.0,1810.0,0.0,5.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2022-03-24
2667.0,0.0,2.0,0.0,2320.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,6.0,0.0,10.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,4.0,10.0,0.0,2022-03-23
2338.0,0.0,0.0,1.0,1902.0,1.0,0.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,2022-03-22
2027.0,0.0,0.0,0.0,1542.0,3.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0,0.0,18.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,4.0,17.0,0.0,2022-03-21
1737.0,0.0,0.0,0.0,1191.0,1.0,0.0,11.0,0.0,2.0,0.0,6.0,1.0,3.0,0.0,22.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,14.0,4.0,5.0,0.0,2022-03-20
